name,breed,color,dad_weight,available,dob,gender,mom_weight,price,puppy_id,registry,bio,age_in_weeks
Splash,Havanese,Sable & White,12,I'm ready today!,10-Dec-16,Male,10,1550,492481,AKC,"Splash is a real treasure, very spirited and awesome little guy. He likes to run and play with the other puppies. Splash loves to be the center of attention. This little guy comes microchipped for his protection. He will be sure to come home to you up to date on all his puppy vaccinations and vet checks. We also send him with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and his own blankie. Call about Splash today!",16
Sandy,Havanese,Sable & White,12,I'm ready today!,10-Dec-16,Female,10,2095,492483,AKC,"Sandy is a handful of charm! She has an amazing big personality and loves to cuddle. This little girl comes already microchipped for her protection.  She will be sure to come home to you up to date on all her puppy shots and vet checks.  We also send her home with a care package to include a small bag of Royal Canin Mini Puppy, collar, chew sticks, toy and her own blankie. Meet your new best friend!",16
Paige,Coton de Tulear,Blue & White,10,I'm ready today!,11-Dec-16,Female,12,2095,492493,AKC,"Paige is the complete package. She is a very loving, affectionate, playful, and charming. This little girl comes already microchipped for her protection and spayed. She will be sure to come home to you up to date on all her puppy vaccinations and vet checks. We also send her home with a care package to include a small bag of Royal Canin Mini Puppy, collar, lead, chew sticks, toy and her own blankie. Paige is the one for you!",16
Marigold,French Bulldog,Fawn & Black,25,I'm ready today!,9-Dec-16,Female,20,3350,492509,APRI,"Marigold is lovely. She has wonderful black and white markings on her face. She is always inquisitive and affectionate. She is a delight to have around. Playing with small squishy toys is a favorite pastime and of course, eating is always fun for her. Snuggling is also a favorite. She is always ready for a treat or a game. Naps are also high on her list of priorities. She likes to burrow into your neck, she often gets tangled up in my hair. When she's all warm, she'll just go to sleep. She will go to her new home with her vaccinations up to date and a check up from her doctor to send her off for a fresh, happy start with her new family. Not only is she adorable, with very interesting coloring, but her personality is charming and sweet.",16
Merry,English Springer Spaniel,Black & White,50,I'm ready today!,12-Dec-16,Female,40,1895,492584,AKC,"""Merry is my name and happiness is my game. I am a very sweet and lovable little girl with very pretty markings. I love to play with my toys but love to snuggle more. I will bring you lots of love and laughs. I will arrive with a health certificate and my vaccinations up to date. Call today. Don't let me get away! Once I'm with you, you'll wonder how you ever got along without me.""",16
Asher,Biewer Terrier,"Black, Tan & White",4,I'm ready today!,26-Nov-16,Male,4,2050,492600,AKC,"Meet Asher! He is as handsome and loving as they come. Asher will be sure to win your heart over with just one look. This little pup is always up for anything. He loves to play with toys. When he is all done with playtime, he will be the first one to curl right up to you for a good, old afternoon nap. Asher will be coming home to you up to date on his vaccinations and will have a full head to tail checkup. Don’t miss out on this lovable, handsome boy. He will surely be the perfect puppy addition to your family!",18
Mollie,Australian Shepherd,Red Merle,60,I'm ready today!,13-Dec-16,Female,55,2395,492622,AKC,"Mollie is a sweet little girl that loves to be cuddled or sit contentedly on your lap. She is a pretty pup with a nice fluffy coat, and green and blue mixed eyes. Mollie will be a smart pup and has champions in her pedigree. She will be lavished with lots of attention from the grandkids and has been introduced to other animals including cats, horses, and cows. Mollie will be a great addition to any family. Don't miss out on this sweet girl! Mollie now rides very well in the car, and has started her crate training and learning new commands. She answers to her name and is such a quick learner. Mollie promises to always be by your side as your most faithful, four-legged companion. Wouldn't you love to make Mollie yours today? Don't miss out!",16
Dak,Doberman Pinscher,Red & Rust,85,I'm ready today!,21-Nov-16,Male,85,1275,492684,AKC,"Meet Dak! This handsome boy comes from European imported bloodlines and boasts a phenomenal pedigree! Dak has been raised with kids, cats and other dogs. He is super sweet and friendly and has a very outgoing personality. He would make an excellent family companion, travel buddy, or jogging partner. Dak is doing well with his doggy door potty training. Hurry! He’s ready to meet his new family! Don’t let him pass you by!",19
Dez,Doberman Pinscher,Red & Rust,85,I'm ready today!,21-Nov-16,Male,85,1675,492689,AKC,"Meet Dez! This handsome boy comes from European import bloodlines and boasts a phenomenal pedigree! Dez has been raised with kids, cats and other dogs. He is super sweet and friendly and has a very outgoing personality. He would make an excellent family pet, travel buddy, or jogging partner. Dez is doing well with his doggy door potty training and will come with full AKC registration. He is truly a special guy, so don’t let him slip by. A lifetime of wonderful memories is waiting for you!",19
Laynee,Maltese,White,4,I'm ready today!,1-Jan-17,Female,8,2495,492766,AKC,"""Hi there! I'm Laynee. I'm a beautiful soft, white powder puff puppy and I can't wait to meet you! You won't be able to stop petting me or rubbing my tummy! I'm super sweet and a faithful furry friend. I can't wait to jump into your arms and smother you with kisses, or just curl up in your lap for a puppy nap. I always turn heads wherever I go, and I am so excited to greet everyone I meet. I'll have a complete nose to tail vet check, and arrive up to date on all my vaccinations. Please take me home with you, and don't forget to gently tickle my belly!""",13
Veto,Yorkshire Terrier,Black & Gold,4,I'm ready today!,28-Nov-16,Male,6,2050,492771,AKC,This is Veto! He loves to play and run around all day. He is a little ball of fire! Veto will be a very loyal companion to his new forever family and will come home to you up to date on vaccinations and a full head to tail vet check. He hopes you love to cuddle and take a nap after a long day of fun. Veto will be well socialized. Don’t miss out on this pup. His bags are packed and he’s ready to go!,18
Calypso,German Shepherd,Black,110,I'm ready today!,8-Nov-16,Female,75,3075,492793,AKC,Calypso is a delightful little girl. She has already started training on learning how to sit and lay down. She is very obedient and very smart. Calypso is a curious puppy with a playful personality. She is also the first one to crawl onto your lap for a snuggle or a nap when playtime is over. She is half Czech half DDR East German and comes from some impressive champion European bloodlines. You can tell she's a winner just by looking at her! She comes up to date on her puppy vaccinations and with a signed health certificate from the vet. Don't miss out on this beautiful puppy! I know she will go very quickly.,21
Dopey,Border Collie,Black & White,35,I'm ready today!,14-Dec-16,Male,35,2150,492829,ABCA,"“You are the one that I have been looking for. Let me introduce myself; my name is Dopey and I am pleased to meet my new fur-ever family. I have heard a lot about how kind and loving my new family will be and I just can't wait to get to them. I really hope it's you because you seem to be everything I want. I'm cuddly, friendly, and have even been to the vet who says that I am healthy and ready to go! I really hope that you call about me soon because you are everything that I have been dreaming of.”",15
